Series Name,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Literacy rate, adult total (% of people ages 15 and above)",Mauritius,79.86865997,..,..,..,..,..,..,..,..,..,84.30309296,..,..,..,..,..,..,..,..,..,..,89.24983978,91.76600647,91.49002838,92.47476196,92.70760345,93.15783691,..,91.32539368,..
"Literacy rate, youth total (% of people ages 15-24)",Mauritius,91.19199371,..,..,..,..,..,..,..,..,..,94.53896332,..,..,..,..,..,..,..,..,..,..,98.13034821,..,..,..,..,..,..,99.04203033,..
"Lower secondary completion rate, total (% of relevant age group)",Mauritius,62.96001053,64.03804779,57.41976166,64.08685303,69.77364349,74.72612762,70.80599213,70.47244263,74.18327332,71.30413055,75.39080811,75.73744965,74.49240112,78.0508194,76.99211884,80.51870728,77.9047699,78.34938049,83.9018631,84.05705261,81.94317627,84.68097687,82.34026337,84.594841,85.88204956,84.16783142,88.49002838,84.17671204,86.75364685,89.21405029
"Over-age students, primary (% of enrollment)",Mauritius,13.06267,16.40872,..,11.81746,..,..,..,..,7.34071,7.99991,8.76535,8.57739,6.97188,6.82477,7.49846,6.9803,6.63003,5.92658,6.32488,6.03195,6.0452,5.93101,9.06595,5.81134,5.4691,5.42048,5.33299,4.30481,2.8268,..
"Share of youth not in education, employment or training, total (% of youth population)",Mauritius,..,..,..,..,..,..,..,..,..,..,..,33.84000015,30.21999931,27.36000061,27.98999977,28.47999954,22.22999954,20.61000061,21.34000015,21.82999992,21.52000046,21.54000092,21.61000061,21.17000008,20.86000061,20.09000015,20.31999969,19.94000053,20.45999908,18.07999992
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Mauritius,..,13.39999962,13.64999962,13.68000031,13.65999985,13.63000011,13.38000011,13.07999992,12.78999996,12.26000023,12.35000038,11.53999996,11.57999992,12.73999977,13.35999966,16.31999969,15.48999977,14.38000011,12.61999989,12.30000019,12.93999958,11.72000027,11.72000027,11.15999985,10.84000015,10.69999981,10.42000008,10.05000019,9.529999733,9.420000076
"Unemployment, female (% of female labor force) (national estimate)",Mauritius,..,..,..,..,..,13.63000011,..,..,..,..,..,11.64000034,11.68000031,9.449999809,13.38000011,16.34000015,15.51000023,14.36999989,12.59000015,12.27000046,12.92000008,11.71000004,11.72000027,11.14999962,10.82999992,10.68000031,10.40999985,10.03999996,9.510000229,9.680000305
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Mauritius,..,7.380000114,7.360000134,7.539999962,7.610000134,7.610000134,7.599999905,7.599999905,7.619999886,7.840000153,7.619999886,7.880000114,6.429999828,5.949999809,5.670000076,5.760000229,5.409999847,5.210000038,4.050000191,4.340000153,4.480000019,4.909999847,4.929999828,4.929999828,5.360000134,5.289999962,4.53000021,4.650000095,4.420000076,4.349999905
"Unemployment, male (% of male labor force) (national estimate)",Mauritius,..,..,..,..,..,7.610000134,..,..,..,..,..,7.949999809,6.480000019,4.019999981,5.679999828,5.769999981,5.420000076,5.210000038,4.039999962,4.329999924,4.480000019,4.909999847,4.929999828,4.929999828,5.360000134,5.28000021,4.519999981,4.639999866,4.409999847,4.099999905
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Mauritius,..,9.340000153,9.420000076,9.550000191,9.600000381,9.590000153,9.520000458,9.43999958,9.359999657,9.340000153,9.239999771,9.140000343,8.210000038,8.300000191,8.340000153,9.520000458,9.039999962,8.479999542,7.170000076,7.260000229,7.650000095,7.449999809,7.46999979,7.320000172,7.46999979,7.409999847,6.809999943,6.75,6.429999828,6.360000134
"Unemployment, total (% of total labor force) (national estimate)",Mauritius,..,..,..,..,..,9.590000153,..,..,..,..,..,9.140000343,8.199999809,5.900000095,8.340000153,9.520000458,9.039999962,8.479999542,7.170000076,7.260000229,7.650000095,7.449999809,7.46999979,7.320000172,7.46999979,7.409999847,6.809999943,6.75,6.429999828,6.329999924
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Mauritius,..,25.92000008,26.63999939,27.01000023,27.25,27.53000069,28.14999962,28.61000061,28.92000008,28.61000061,29.55999947,28.94000053,28.77000046,30.31999969,30.57999992,33.61000061,30.70999908,30.80999947,24.95999908,26.13999939,29.12000084,27.05999947,30.10000038,29.26000023,31.87999916,30.81999969,29.36000061,30.68000031,27.84000015,28.04999924
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Mauritius,..,..,..,..,..,28.12000084,..,..,..,..,..,29.80999947,29.12000084,22.94000053,30.87000084,34.08000183,31.05999947,31.31999969,25.29000092,26.46999931,29.47999954,27.36000061,30.39999962,29.54000092,32.27000046,31.23999977,29.70000076,30.97999954,27.97999954,28.44000053
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Mauritius,..,18.97999954,19.31999969,20.03000069,20.46999931,20.81999969,21.84000015,22.77000046,23.62000084,24.75,25.07999992,26.68000031,23.43000031,22.04000092,20.94000053,20.39999962,17.82999992,19.60000038,14.77999973,17.67000008,18.79000092,17.19000053,18.37999916,16.88999939,19.17000008,20.76000023,17.27000046,18.31999969,20.31999969,20.47999954
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Mauritius,..,..,..,..,..,21.44000053,..,..,..,..,..,26.54000092,23.60000038,14.13000011,20.93000031,20.54000092,18.09000015,20.06999969,15.11999989,18.17000008,19.30999947,17.45999908,18.60000038,17.07999992,19.44000053,21.12999916,17.56999969,18.61000061,20.55999947,16.77000046
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Mauritius,..,21.38999939,21.87000084,22.45999908,22.84000015,23.17000008,24.07999992,24.87000084,25.54999924,26.17000008,26.75,27.53000069,25.45000076,25.20999908,24.67000008,25.62000084,23.12999916,24.23999977,18.98999977,21.14999962,23.18000031,21.32999992,23.29000092,21.89999962,24.29999924,25.02000046,22.44000053,23.64999962,23.63999939,23.84000015
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Mauritius,..,..,..,..,..,23.77000046,..,..,..,..,..,27.62999916,25.60000038,17.36000061,24.70000076,25.78000069,23.38999939,24.70000076,19.31999969,21.59000015,23.65999985,21.62000084,23.54000092,22.12000084,24.63999939,25.44000053,22.79999924,24,23.87000084,21.79000092
Access to electricity (% of population),Mauritania,..,..,..,..,..,..,..,..,..,..,..,22.2,21.61725426,22.99394226,24.34740639,18.2,26.9881916,33.04054054,30,30.94439507,33.66743088,35.13504791,36.43714523,37.49877167,38.8,39.5,41.47495651,42.9,44.52691269,..
"Children in employment, total (% of children ages 7-14)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3,..,..,..,14.52555,..,..,..,..,..,..,..,..
"Children out of school, primary",Mauritania,..,..,..,..,200176,181245,172293,..,165516,170295,171187,157680,161472,149442,119295,128176,118297,116312,136998,144065,145484,145950,156482,144732,135997,..,164677,138310,129168,156142
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Mauritania,..,42.59000015,42.47999954,42.25999832,42.25999832,41.90000153,41.59999847,41.61000061,41.36999893,41,41.04000092,40.81999969,40.45000076,39.79000092,39.18999863,38.40999985,37.31999969,37.06999969,36.75,36.40000153,35.93999863,35.36999893,34.77000046,34.20999908,33.61000061,32.97000122,32.54999924,31.97999954,31.52000046,30.82999992
Employment in industry (% of total employment) (modeled ILO estimate),Mauritania,..,19.78000069,19.68000031,19.57999992,19.40999985,19.26000023,19.11000061,18.90999985,18.67000008,18.52000046,18.20999908,18.05999947,18.01000023,17.94000053,17.96999931,17.96999931,17.90999985,17.94000053,17.95000076,17.95000076,17.88999939,17.87999916,17.89999962,17.86000061,17.86000061,17.84000015,17.77000046,17.77000046,17.67000008,17.61000061
Employment in services (% of total employment) (modeled ILO estimate),Mauritania,..,37.63000107,37.84000015,38.15999985,38.31999969,38.84000015,39.29000092,39.47999954,39.95999908,40.47999954,40.75,41.11000061,41.54000092,42.27000046,42.83000183,43.61999893,44.77000046,44.99000168,45.31000137,45.65000153,46.18000031,46.75,47.33000183,47.93000031,48.52000046,49.18999863,49.68000031,50.25,50.81000137,51.56000137
GDP growth (annual %),Mauritania,-1.771304534,1.788087282,1.874125731,5.873637432,-3.060732225,9.819800419,5.818826634,-4.044696525,2.777804784,3.673178323,-3.918025879,-0.7994938158,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.3310791953,0.09787587197,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,3.497175006,2.115267637,..
Informal employment (% of total non-agricultural employment),Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.43000031,..,..
"Informal employment, female (% of total non-agricultural employment)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.76000214,..,..
"Literacy rate, adult total (% of people ages 15 and above)",Mauritania,..,..,..,..,..,..,..,..,..,..,51.20767975,..,..,..,..,..,..,45.50378036,..,..,..,..,..,..,..,..,..,53.49758911,..,..
"Literacy rate, youth total (% of people ages 15-24)",Mauritania,..,..,..,..,..,..,..,..,..,..,61.33665085,..,..,..,..,..,..,56.12242889,..,..,..,..,..,..,..,..,..,63.94781113,..,..
"Lower secondary completion rate, total (% of relevant age group)",Mauritania,..,11.02867031,11.55459976,11.19213009,11.47655964,13.02517033,..,..,..,13.7523098,..,17.00868034,16.15846062,16.43939018,16.56492996,17.74715996,20.39744949,17.1310997,..,16.91834068,..,..,20.29693031,..,29.54920006,32.36714172,29.44029999,36.32630157,41.85226822,45.94229126
"Over-age students, primary (% of enrollment)",Mauritania,..,..,..,..,29.85309,24.65366,23.80486,..,25.27597,26.57919,26.5793,22.20519,22.02132,19.9467,19.34216,20.64313,18.26191,19.92389,19.92409,25.14825,26.52569,25.42782,..,23.93836,22.67813,..,18.55947,19.48651,20.33938,..
"Share of youth not in education, employment or training, total (% of youth population)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.49000168,..,..,..,..,35.52999878,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Mauritania,..,11.78999996,11.89999962,12.10000038,12.26000023,12.31999969,12.17000008,11.84000015,12.02000046,12.26000023,12.01000023,12.10000038,12.03999996,12.34000015,12.5,12.65999985,12.44999981,11.82999992,11.81999969,12.06999969,12.36999989,12.40999985,12.63000011,12.56000042,12.34000015,11.90999985,11.78999996,11.59000015,11.51000023,11.52000046
"Unemployment, female (% of female labor force) (national estimate)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.39999962,..,..,..,..,11.44999981,..,..
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Mauritania,..,8.869999886,8.930000305,9.020000458,9,8.970000267,9.029999733,9.159999847,9.079999924,9.039999962,9.100000381,9.029999733,9.119999886,8.989999771,8.829999924,8.640000343,8.510000229,8.569999695,8.489999771,8.81000042,8.75,8.710000038,8.619999886,8.899999619,9.119999886,9.460000038,9.640000343,9.779999733,9.630000114,9.5
"Unemployment, male (% of male labor force) (national estimate)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.460000038,..,..,..,..,9.659999847,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Mauritania,..,9.739999771,9.81000042,9.93999958,9.979999542,9.970000267,9.979999542,9.960000038,9.960000038,10.01000023,9.979999542,9.960000038,10,10,9.93999958,9.859999657,9.699999809,9.569999695,9.510000229,9.81000042,9.859999657,9.859999657,9.869999886,10.03999996,10.11999989,10.22000027,10.31000042,10.34000015,10.22000027,10.13000011
"Unemployment, total (% of total labor force) (national estimate)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.859999657,..,..,..,..,10.34000015,..,..
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Mauritania,..,14.85000038,15.02000046,15.27000046,15.48999977,15.52000046,15.44999981,15.11999989,15.27999973,15.59000015,15.38000011,15.51000023,15.56999969,15.96000004,16.25,16.48999977,16.31999969,15.78999996,15.77000046,16.23999977,16.65999985,16.85000038,17.19000053,18.87999916,20.46999931,21.88999939,23.78000069,25.67000008,25.59000015,25.62999916
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.02000046,..,..,..,..,24.94000053,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Mauritania,..,13.13000011,13.23999977,13.39999962,13.36999989,13.38000011,13.51000023,13.60999966,13.52000046,13.56999969,13.63000011,13.59000015,13.77999973,13.72000027,13.61999989,13.47999954,13.46000004,13.52000046,13.39000034,13.92000008,14,14.09000015,14.09000015,15.14000034,16.11000061,17.27000046,18.27000046,19.28000069,19.07999992,18.93000031
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.10999966,..,..,..,..,18.82999992,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Mauritania,..,13.72000027,13.85000038,14.05000019,14.10000038,14.11999989,14.18000031,14.13000011,14.13000011,14.26000023,14.23999977,14.23999977,14.39000034,14.47999954,14.5,14.47000027,14.39999962,14.26000023,14.17000008,14.68000031,14.85999966,14.97999954,15.09000015,16.32999992,17.47999954,18.70000076,19.96999931,21.22999954,21.06999969,20.97999954
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.22000027,..,..,..,..,21.14999962,..,..
Access to electricity (% of population),Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,90.94404395,91.3772006,91.45134886,92.49283414,92.38938366,93.32731153,95.62257844,93.95457733,94.49810994,94.89081241,96.26081862,96.3839324,96.58512221,97.07876276,96.13814298,97.03046069,97.19576403,97.74727276,96.46889149,..
"Children in employment, total (% of children ages 7-14)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children out of school, primary",Middle East & North Africa,6682427,6674082,7713546,7769339,7250888,7791258,7093397,7144644,7233007,6918324,6398065,5348501,4548201,4188261,3851844,3967200,4027151,3453388,3135848,2793693,2322527,2344683,1986473,2397917,2627967,2600672,2659470,2618011,2576943,2652317
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
